Type	POS	Headword	Rank	Freq	Range	NormFreq	NormRange
united			723	7	1	137.858	1.000
ups			723	7	1	137.858	1.000
vermont			723	7	1	137.858	1.000
walk			723	7	1	137.858	1.000
won			723	7	1	137.858	1.000
worse			723	7	1	137.858	1.000
writer			723	7	1	137.858	1.000
allowed			824	6	1	118.164	1.000
anymore			824	6	1	118.164	1.000
aren			824	6	1	118.164	1.000
atomic			824	6	1	118.164	1.000
attack			824	6	1	118.164	1.000
author			824	6	1	118.164	1.000
bare			824	6	1	118.164	1.000
bathroom			824	6	1	118.164	1.000
bill			824	6	1	118.164	1.000
birth			824	6	1	118.164	1.000
bombing			824	6	1	118.164	1.000
bombs			824	6	1	118.164	1.000
bottle			824	6	1	118.164	1.000
bought			824	6	1	118.164	1.000
bread			824	6	1	118.164	1.000
buddy			824	6	1	118.164	1.000
burning			824	6	1	118.164	1.000
candles			824	6	1	118.164	1.000
canyon			824	6	1	118.164	1.000
captain			824	6	1	118.164	1.000
center			824	6	1	118.164	1.000
certainly			824	6	1	118.164	1.000
chaplain			824	6	1	118.164	1.000
civilian			824	6	1	118.164	1.000
club			824	6	1	118.164	1.000
collection			824	6	1	118.164	1.000
compound			824	6	1	118.164	1.000
containing			824	6	1	118.164	1.000
corpses			824	6	1	118.164	1.000
cotton			824	6	1	118.164	1.000
coughed			824	6	1	118.164	1.000
cream			824	6	1	118.164	1.000
cruel			824	6	1	118.164	1.000
crusade			824	6	1	118.164	1.000
crying			824	6	1	118.164	1.000
damn			824	6	1	118.164	1.000
darkness			824	6	1	118.164	1.000
decided			824	6	1	118.164	1.000
deep			824	6	1	118.164	1.000
destruction			824	6	1	118.164	1.000
dimension			824	6	1	118.164	1.000
ditch			824	6	1	118.164	1.000
ditched			824	6	1	118.164	1.000
drink			824	6	1	118.164	1.000
drove			824	6	1	118.164	1.000
eaten			824	6	1	118.164	1.000
em			824	6	1	118.164	1.000
evening			824	6	1	118.164	1.000
exactly			824	6	1	118.164	1.000
execution			824	6	1	118.164	1.000
experience			824	6	1	118.164	1.000
extremely			824	6	1	118.164	1.000
field			824	6	1	118.164	1.000
fight			824	6	1	118.164	1.000
fighting			824	6	1	118.164	1.000
firing			824	6	1	118.164	1.000
former			824	6	1	118.164	1.000
frozen			824	6	1	118.164	1.000
fucking			824	6	1	118.164	1.000
funeral			824	6	1	118.164	1.000
glass			824	6	1	118.164	1.000
gonna			824	6	1	118.164	1.000
government			824	6	1	118.164	1.000
grown			824	6	1	118.164	1.000
guys			824	6	1	118.164	1.000
heart			824	6	1	118.164	1.000
heaven			824	6	1	118.164	1.000
heavy			824	6	1	118.164	1.000
herself			824	6	1	118.164	1.000
hidden			824	6	1	118.164	1.000
hit			824	6	1	118.164	1.000
honor			824	6	1	118.164	1.000
hoped			824	6	1	118.164	1.000
inches			824	6	1	118.164	1.000
jr			824	6	1	118.164	1.000
k			824	6	1	118.164	1.000
kill			824	6	1	118.164	1.000
killing			824	6	1	118.164	1.000
knocked			824	6	1	118.164	1.000
knowing			824	6	1	118.164	1.000
known			824	6	1	118.164	1.000
latrine			824	6	1	118.164	1.000
led			824	6	1	118.164	1.000
lenses			824	6	1	118.164	1.000
less			824	6	1	118.164	1.000
listen			824	6	1	118.164	1.000
lovely			824	6	1	118.164	1.000
loving			824	6	1	118.164	1.000
marched			824	6	1	118.164	1.000
meat			824	6	1	118.164	1.000
merble			824	6	1	118.164	1.000
met			824	6	1	118.164	1.000
million			824	6	1	118.164	1.000
minerals			824	6	1	118.164	1.000
months			824	6	1	118.164	1.000
narrow			824	6	1	118.164	1.000
neck			824	6	1	118.164	1.000
newspaper			824	6	1	118.164	1.000
novels			824	6	1	118.164	1.000
nurse			824	6	1	118.164	1.000
opening			824	6	1	118.164	1.000
painted			824	6	1	118.164	1.000
palm			824	6	1	118.164	1.000
parade			824	6	1	118.164	1.000
particular			824	6	1	118.164	1.000
peace			824	6	1	118.164	1.000
pink			824	6	1	118.164	1.000
places			824	6	1	118.164	1.000
pocket			824	6	1	118.164	1.000
pole			824	6	1	118.164	1.000
possibly			824	6	1	118.164	1.000
pounds			824	6	1	118.164	1.000
prisoner			824	6	1	118.164	1.000
private			824	6	1	118.164	1.000
professor			824	6	1	118.164	1.000
pulled			824	6	1	118.164	1.000
rain			824	6	1	118.164	1.000
ranks			824	6	1	118.164	1.000
ridiculous			824	6	1	118.164	1.000
saucers			824	6	1	118.164	1.000
shook			824	6	1	118.164	1.000
short			824	6	1	118.164	1.000
show			824	6	1	118.164	1.000
simple			824	6	1	118.164	1.000
sit			824	6	1	118.164	1.000
sixteen			824	6	1	118.164	1.000
sky			824	6	1	118.164	1.000
slow			824	6	1	118.164	1.000
sorry			824	6	1	118.164	1.000
spikes			824	6	1	118.164	1.000
spot			824	6	1	118.164	1.000
stand			824	6	1	118.164	1.000
states			824	6	1	118.164	1.000
steam			824	6	1	118.164	1.000
stick			824	6	1	118.164	1.000
stupid			824	6	1	118.164	1.000
tall			824	6	1	118.164	1.000
thanks			824	6	1	118.164	1.000
thinking			824	6	1	118.164	1.000
tiny			824	6	1	118.164	1.000
toward			824	6	1	118.164	1.000
traveling			824	6	1	118.164	1.000
tree			824	6	1	118.164	1.000
ventilators			824	6	1	118.164	1.000
visitor			824	6	1	118.164	1.000
ward			824	6	1	118.164	1.000
week			824	6	1	118.164	1.000
wet			824	6	1	118.164	1.000
whether			824	6	1	118.164	1.000
whole			824	6	1	118.164	1.000
wire			824	6	1	118.164	1.000
woke			824	6	1	118.164	1.000
wore			824	6	1	118.164	1.000
able			977	5	1	98.470	1.000
accident			977	5	1	98.470	1.000
act			977	5	1	98.470	1.000
aged			977	5	1	98.470	1.000
amber			977	5	1	98.470	1.000
anger			977	5	1	98.470	1.000
angry			977	5	1	98.470	1.000
animal			977	5	1	98.470	1.000
answered			977	5	1	98.470	1.000
antitank			977	5	1	98.470	1.000
apartment			977	5	1	98.470	1.000
armed			977	5	1	98.470	1.000
arrested			977	5	1	98.470	1.000
arrived			977	5	1	98.470	1.000
assistant			977	5	1	98.470	1.000
balls			977	5	1	98.470	1.000
barbershop			977	5	1	98.470	1.000
barked			977	5	1	98.470	1.000
berets			977	5	1	98.470	1.000
bernard			977	5	1	98.470	1.000
birds			977	5	1	98.470	1.000
blade			977	5	1	98.470	1.000
blame			977	5	1	98.470	1.000
blind			977	5	1	98.470	1.000
board			977	5	1	98.470	1.000
bobbing			977	5	1	98.470	1.000
brain			977	5	1	98.470	1.000
bullets			977	5	1	98.470	1.000
burn			977	5	1	98.470	1.000
burned			977	5	1	98.470	1.000
buy			977	5	1	98.470	1.000
calling			977	5	1	98.470	1.000
candlelight			977	5	1	98.470	1.000
cans			977	5	1	98.470	1.000
care			977	5	1	98.470	1.000
carrying			977	5	1	98.470	1.000
cent			977	5	1	98.470	1.000
certain			977	5	1	98.470	1.000
chocolate			977	5	1	98.470	1.000
cigars			977	5	1	98.470	1.000
cities			977	5	1	98.470	1.000
clerk			977	5	1	98.470	1.000
clogs			977	5	1	98.470	1.000
cody			977	5	1	98.470	1.000
coffee			977	5	1	98.470	1.000
color			977	5	1	98.470	1.000
connected			977	5	1	98.470	1.000
creek			977	5	1	98.470	1.000
cufflinks			977	5	1	98.470	1.000
curtain			977	5	1	98.470	1.000
curves			977	5	1	98.470	1.000
cut			977	5	1	98.470	1.000
dance			977	5	1	98.470	1.000
dark			977	5	1	98.470	1.000
dear			977	5	1	98.470	1.000
described			977	5	1	98.470	1.000
dirty			977	5	1	98.470	1.000
downs			977	5	1	98.470	1.000
dream			977	5	1	98.470	1.000
east			977	5	1	98.470	1.000
ended			977	5	1	98.470	1.000
enemies			977	5	1	98.470	1.000
engaged			977	5	1	98.470	1.000
entered			977	5	1	98.470	1.000
eve			977	5	1	98.470	1.000
everywhere			977	5	1	98.470	1.000
expect			977	5	1	98.470	1.000
explaining			977	5	1	98.470	1.000
f			977	5	1	98.470	1.000
fair			977	5	1	98.470	1.000
fate			977	5	1	98.470	1.000
fear			977	5	1	98.470	1.000
feel			977	5	1	98.470	1.000
female			977	5	1	98.470	1.000
finally			977	5	1	98.470	1.000
fly			977	5	1	98.470	1.000
foot			977	5	1	98.470	1.000
frames			977	5	1	98.470	1.000
france			977	5	1	98.470	1.000
fur			977	5	1	98.470	1.000
gathered			977	5	1	98.470	1.000
gets			977	5	1	98.470	1.000
giraffes			977	5	1	98.470	1.000
glowing			977	5	1	98.470	1.000
grand			977	5	1	98.470	1.000
guests			977	5	1	98.470	1.000
heads			977	5	1	98.470	1.000
hiroshima			977	5	1	98.470	1.000
howard			977	5	1	98.470	1.000
hung			977	5	1	98.470	1.000
husband			977	5	1	98.470	1.000
incidentally			977	5	1	98.470	1.000
job			977	5	1	98.470	1.000
joined			977	5	1	98.470	1.000
kidnapped			977	5	1	98.470	1.000
kids			977	5	1	98.470	1.000
kind			977	5	1	98.470	1.000
ladder			977	5	1	98.470	1.000
lads			977	5	1	98.470	1.000
laugh			977	5	1	98.470	1.000
leader			977	5	1	98.470	1.000
learn			977	5	1	98.470	1.000
leave			977	5	1	98.470	1.000
leg			977	5	1	98.470	1.000
lining			977	5	1	98.470	1.000
lions			977	5	1	98.470	1.000
lives			977	5	1	98.470	1.000
longer			977	5	1	98.470	1.000
lumps			977	5	1	98.470	1.000
luxembourg			977	5	1	98.470	1.000
magnetism			977	5	1	98.470	1.000
maori			977	5	1	98.470	1.000
massacre			977	5	1	98.470	1.000
matter			977	5	1	98.470	1.000
meeting			977	5	1	98.470	1.000
memories			977	5	1	98.470	1.000
message			977	5	1	98.470	1.000
monograph			977	5	1	98.470	1.000
moonlight			977	5	1	98.470	1.000
mountain			977	5	1	98.470	1.000
myself			977	5	1	98.470	1.000
necessary			977	5	1	98.470	1.000
nest			977	5	1	98.470	1.000
noise			977	5	1	98.470	1.000
none			977	5	1	98.470	1.000
north			977	5	1	98.470	1.000
nose			977	5	1	98.470	1.000
orange			977	5	1	98.470	1.000
order			977	5	1	98.470	1.000
organ			977	5	1	98.470	1.000
outer			977	5	1	98.470	1.000
owned			977	5	1	98.470	1.000
persons			977	5	1	98.470	1.000
piece			977	5	1	98.470	1.000
pieces			977	5	1	98.470	1.000
pipe			977	5	1	98.470	1.000
pitiful			977	5	1	98.470	1.000
please			977	5	1	98.470	1.000
popular			977	5	1	98.470	1.000
powerful			977	5	1	98.470	1.000
proud			977	5	1	98.470	1.000
questions			977	5	1	98.470	1.000
quite			977	5	1	98.470	1.000
rank			977	5	1	98.470	1.000
reached			977	5	1	98.470	1.000
realized			977	5	1	98.470	1.000
refrigerator			977	5	1	98.470	1.000
regiment			977	5	1	98.470	1.000
rim			977	5	1	98.470	1.000
river			977	5	1	98.470	1.000
rolled			977	5	1	98.470	1.000
ruined			977	5	1	98.470	1.000
rumpus			977	5	1	98.470	1.000
safe			977	5	1	98.470	1.000
saying			977	5	1	98.470	1.000
scared			977	5	1	98.470	1.000
scene			977	5	1	98.470	1.000
scrawny			977	5	1	98.470	1.000
screamed			977	5	1	98.470	1.000
seat			977	5	1	98.470	1.000
seeing			977	5	1	98.470	1.000
sex			977	5	1	98.470	1.000
sheds			977	5	1	98.470	1.000
shipped			977	5	1	98.470	1.000
shower			977	5	1	98.470	1.000
silly			977	5	1	98.470	1.000
single			977	5	1	98.470	1.000
sitting			977	5	1	98.470	1.000
slightly			977	5	1	98.470	1.000
smiled			977	5	1	98.470	1.000
smoke			977	5	1	98.470	1.000
speaker			977	5	1	98.470	1.000
speech			977	5	1	98.470	1.000
spoons			977	5	1	98.470	1.000
stars			977	5	1	98.470	1.000
steering			977	5	1	98.470	1.000
step			977	5	1	98.470	1.000
stolen			977	5	1	98.470	1.000
store			977	5	1	98.470	1.000
stove			977	5	1	98.470	1.000
straight			977	5	1	98.470	1.000
subject			977	5	1	98.470	1.000
sunday			977	5	1	98.470	1.000
surrender			977	5	1	98.470	1.000
tables			977	5	1	98.470	1.000
tear			977	5	1	98.470	1.000
today			977	5	1	98.470	1.000
tons			977	5	1	98.470	1.000
town			977	5	1	98.470	1.000
traveler			977	5	1	98.470	1.000
truman			977	5	1	98.470	1.000
understand			977	5	1	98.470	1.000
useful			977	5	1	98.470	1.000
valley			977	5	1	98.470	1.000
ventilator			977	5	1	98.470	1.000
w			977	5	1	98.470	1.000
waited			977	5	1	98.470	1.000
walls			977	5	1	98.470	1.000
watch			977	5	1	98.470	1.000
wind			977	5	1	98.470	1.000
winter			977	5	1	98.470	1.000
within			977	5	1	98.470	1.000
worth			977	5	1	98.470	1.000
wounded			977	5	1	98.470	1.000
wrong			977	5	1	98.470	1.000
wyoming			977	5	1	98.470	1.000
yon			977	5	1	98.470	1.000
aboard			1184	4	1	78.776	1.000
above			1184	4	1	78.776	1.000
action			1184	4	1	78.776	1.000
address			1184	4	1	78.776	1.000
airlock			1184	4	1	78.776	1.000
already			1184	4	1	78.776	1.000
animals			1184	4	1	78.776	1.000
artificial			1184	4	1	78.776	1.000
associated			1184	4	1	78.776	1.000
awful			1184	4	1	78.776	1.000
bank			1184	4	1	78.776	1.000
barber			1184	4	1	78.776	1.000
base			1184	4	1	78.776	1.000
basement			1184	4	1	78.776	1.000
beard			1184	4	1	78.776	1.000
beat			1184	4	1	78.776	1.000
bedroom			1184	4	1	78.776	1.000
belonged			1184	4	1	78.776	1.000
belts			1184	4	1	78.776	1.000
beret			1184	4	1	78.776	1.000
beside			1184	4	1	78.776	1.000
best			1184	4	1	78.776	1.000
block			1184	4	1	78.776	1.000
boiled			1184	4	1	78.776	1.000
born			1184	4	1	78.776	1.000
bound			1184	4	1	78.776	1.000
boxcars			1184	4	1	78.776	1.000
brace			1184	4	1	78.776	1.000
brass			1184	4	1	78.776	1.000
breath			1184	4	1	78.776	1.000
bronze			1184	4	1	78.776	1.000
brother			1184	4	1	78.776	1.000
bum			1184	4	1	78.776	1.000
burner			1184	4	1	78.776	1.000
buttons			1184	4	1	78.776	1.000
candy			1184	4	1	78.776	1.000
cars			1184	4	1	78.776	1.000
causes			1184	4	1	78.776	1.000
ceased			1184	4	1	78.776	1.000
chain			1184	4	1	78.776	1.000
chairs			1184	4	1	78.776	1.000
changed			1184	4	1	78.776	1.000
cheese			1184	4	1	78.776	1.000
christmas			1184	4	1	78.776	1.000
church			1184	4	1	78.776	1.000
class			1184	4	1	78.776	1.000
clear			1184	4	1	78.776	1.000
cleared			1184	4	1	78.776	1.000
condition			1184	4	1	78.776	1.000
control			1184	4	1	78.776	1.000
conversation			1184	4	1	78.776	1.000
crashed			1184	4	1	78.776	1.000
cripples			1184	4	1	78.776	1.000
crucifix			1184	4	1	78.776	1.000
dancing			1184	4	1	78.776	1.000
decorated			1184	4	1	78.776	1.000
denture			1184	4	1	78.776	1.000
department			1184	4	1	78.776	1.000
der			1184	4	1	78.776	1.000
desert			1184	4	1	78.776	1.000
destroy			1184	4	1	78.776	1.000
doesn			1184	4	1	78.776	1.000
double			1184	4	1	78.776	1.000
dozens			1184	4	1	78.776	1.000
drawn			1184	4	1	78.776	1.000
dry			1184	4	1	78.776	1.000
dug			1184	4	1	78.776	1.000
dumb			1184	4	1	78.776	1.000
ear			1184	4	1	78.776	1.000
echolalia			1184	4	1	78.776	1.000
education			1184	4	1	78.776	1.000
elevator			1184	4	1	78.776	1.000
embarrassed			1184	4	1	78.776	1.000
energy			1184	4	1	78.776	1.000
england			1184	4	1	78.776	1.000
escape			1184	4	1	78.776	1.000
eternity			1184	4	1	78.776	1.000
eventually			1184	4	1	78.776	1.000
exciting			1184	4	1	78.776	1.000
faces			1184	4	1	78.776	1.000
failed			1184	4	1	78.776	1.000
fall			1184	4	1	78.776	1.000
fast			1184	4	1	78.776	1.000
feast			1184	4	1	78.776	1.000
film			1184	4	1	78.776	1.000
finished			1184	4	1	78.776	1.000
fires			1184	4	1	78.776	1.000
flatcar			1184	4	1	78.776	1.000
flow			1184	4	1	78.776	1.000
forest			1184	4	1	78.776	1.000
formed			1184	4	1	78.776	1.000
freeze			1184	4	1	78.776	1.000
fresh			1184	4	1	78.776	1.000
gang			1184	4	1	78.776	1.000
gently			1184	4	1	78.776	1.000
gift			1184	4	1	78.776	1.000
glad			1184	4	1	78.776	1.000
glasses			1184	4	1	78.776	1.000
grateful			1184	4	1	78.776	1.000
group			1184	4	1	78.776	1.000
handed			1184	4	1	78.776	1.000
happen			1184	4	1	78.776	1.000
happens			1184	4	1	78.776	1.000
hat			1184	4	1	78.776	1.000
hated			1184	4	1	78.776	1.000
heat			1184	4	1	78.776	1.000
hide			1184	4	1	78.776	1.000
hm			1184	4	1	78.776	1.000
hold			1184	4	1	78.776	1.000
holding			1184	4	1	78.776	1.000
honeymoon			1184	4	1	78.776	1.000
huge			1184	4	1	78.776	1.000
hurt			1184	4	1	78.776	1.000
ignore			1184	4	1	78.776	1.000
impresario			1184	4	1	78.776	1.000
inch			1184	4	1	78.776	1.000
information			1184	4	1	78.776	1.000
innkeeper			1184	4	1	78.776	1.000
innocent			1184	4	1	78.776	1.000
inquired			1184	4	1	78.776	1.000
insane			1184	4	1	78.776	1.000
instrument			1184	4	1	78.776	1.000
interested			1184	4	1	78.776	1.000
jacket			1184	4	1	78.776	1.000
jerry			1184	4	1	78.776	1.000
john			1184	4	1	78.776	1.000
join			1184	4	1	78.776	1.000
lad			1184	4	1	78.776	1.000
laid			1184	4	1	78.776	1.000
lay			1184	4	1	78.776	1.000
leak			1184	4	1	78.776	1.000
leaving			1184	4	1	78.776	1.000
lie			1184	4	1	78.776	1.000
listening			1184	4	1	78.776	1.000
lived			1184	4	1	78.776	1.000
locomotive			1184	4	1	78.776	1.000
lollipop			1184	4	1	78.776	1.000
lord			1184	4	1	78.776	1.000
machinery			1184	4	1	78.776	1.000
mackay			1184	4	1	78.776	1.000
mad			1184	4	1	78.776	1.000
maiden			1184	4	1	78.776	1.000
maneuvers			1184	4	1	78.776	1.000
marmalade			1184	4	1	78.776	1.000
mattress			1184	4	1	78.776	1.000
mean			1184	4	1	78.776	1.000
meanwhile			1184	4	1	78.776	1.000
member			1184	4	1	78.776	1.000
mental			1184	4	1	78.776	1.000
midnight			1184	4	1	78.776	1.000
mistake			1184	4	1	78.776	1.000
mixed			1184	4	1	78.776	1.000
murder			1184	4	1	78.776	1.000
music			1184	4	1	78.776	1.000
mustard			1184	4	1	78.776	1.000
national			1184	4	1	78.776	1.000
newspapers			1184	4	1	78.776	1.000
non			1184	4	1	78.776	1.000
note			1184	4	1	78.776	1.000
novel			1184	4	1	78.776	1.000
official			1184	4	1	78.776	1.000
operating			1184	4	1	78.776	1.000
ordered			1184	4	1	78.776	1.000
pair			1184	4	1	78.776	1.000
pals			1184	4	1	78.776	1.000
pants			1184	4	1	78.776	1.000
patients			1184	4	1	78.776	1.000
pay			1184	4	1	78.776	1.000
pecker			1184	4	1	78.776	1.000
peculiar			1184	4	1	78.776	1.000
perfectly			1184	4	1	78.776	1.000
philadelphia			1184	4	1	78.776	1.000
pictures			1184	4	1	78.776	1.000
pistol			1184	4	1	78.776	1.000
pittsburgh			1184	4	1	78.776	1.000
playing			1184	4	1	78.776	1.000
pleasant			1184	4	1	78.776	1.000
pleased			1184	4	1	78.776	1.000
poo			1184	4	1	78.776	1.000
porter			1184	4	1	78.776	1.000
possible			1184	4	1	78.776	1.000
potatoes			1184	4	1	78.776	1.000
prayer			1184	4	1	78.776	1.000
pregnant			1184	4	1	78.776	1.000
pressed			1184	4	1	78.776	1.000
raised			1184	4	1	78.776	1.000
ran			1184	4	1	78.776	1.000
ranger			1184	4	1	78.776	1.000
reasons			1184	4	1	78.776	1.000
rendered			1184	4	1	78.776	1.000
roses			1184	4	1	78.776	1.000
run			1184	4	1	78.776	1.000
salt			1184	4	1	78.776	1.000
sam			1184	4	1	78.776	1.000
scarf			1184	4	1	78.776	1.000
schenectady			1184	4	1	78.776	1.000
secrets			1184	4	1	78.776	1.000
seeming			1184	4	1	78.776	1.000
self			1184	4	1	78.776	1.000
senile			1184	4	1	78.776	1.000
shoulders			1184	4	1	78.776	1.000
shrubbery			1184	4	1	78.776	1.000
sing			1184	4	1	78.776	1.000
skull			1184	4	1	78.776	1.000
smell			1184	4	1	78.776	1.000
smelled			1184	4	1	78.776	1.000
smile			1184	4	1	78.776	1.000
smoking			1184	4	1	78.776	1.000
soap			1184	4	1	78.776	1.000
source			1184	4	1	78.776	1.000
speak			1184	4	1	78.776	1.000
spit			1184	4	1	78.776	1.000
stable			1184	4	1	78.776	1.000
staggered			1184	4	1	78.776	1.000
station			1184	4	1	78.776	1.000
steak			1184	4	1	78.776	1.000
stiff			1184	4	1	78.776	1.000
stockyards			1184	4	1	78.776	1.000
stranger			1184	4	1	78.776	1.000
strapped			1184	4	1	78.776	1.000
struck			1184	4	1	78.776	1.000
structured			1184	4	1	78.776	1.000
stuff			1184	4	1	78.776	1.000
suddenly			1184	4	1	78.776	1.000
sugarbush			1184	4	1	78.776	1.000
summer			1184	4	1	78.776	1.000
supported			1184	4	1	78.776	1.000
supposedly			1184	4	1	78.776	1.000
sweet			1184	4	1	78.776	1.000
tag			1184	4	1	78.776	1.000
tales			1184	4	1	78.776	1.000
teach			1184	4	1	78.776	1.000
tee			1184	4	1	78.776	1.000
terror			1184	4	1	78.776	1.000
tied			1184	4	1	78.776	1.000
tobacco			1184	4	1	78.776	1.000
toga			1184	4	1	78.776	1.000
torture			1184	4	1	78.776	1.000
total			1184	4	1	78.776	1.000
touch			1184	4	1	78.776	1.000
tough			1184	4	1	78.776	1.000
tray			1184	4	1	78.776	1.000
treated			1184	4	1	78.776	1.000
trees			1184	4	1	78.776	1.000
treetops			1184	4	1	78.776	1.000
trench			1184	4	1	78.776	1.000
truth			1184	4	1	78.776	1.000
upper			1184	4	1	78.776	1.000
use			1184	4	1	78.776	1.000
usually			1184	4	1	78.776	1.000
velvet			1184	4	1	78.776	1.000
wait			1184	4	1	78.776	1.000
wake			1184	4	1	78.776	1.000
warning			1184	4	1	78.776	1.000
weapons			1184	4	1	78.776	1.000
weet			1184	4	1	78.776	1.000
welcome			1184	4	1	78.776	1.000
west			1184	4	1	78.776	1.000
wheels			1184	4	1	78.776	1.000
whom			1184	4	1	78.776	1.000
wine			1184	4	1	78.776	1.000
wonder			1184	4	1	78.776	1.000
wondered			1184	4	1	78.776	1.000
woods			1184	4	1	78.776	1.000
wool			1184	4	1	78.776	1.000
woolen			1184	4	1	78.776	1.000
worry			1184	4	1	78.776	1.000
wound			1184	4	1	78.776	1.000
writers			1184	4	1	78.776	1.000
yank			1184	4	1	78.776	1.000
yo			1184	4	1	78.776	1.000
yonson			1184	4	1	78.776	1.000
abandoned			1456	3	1	59.082	1.000
accidentally			1456	3	1	59.082	1.000
adam			1456	3	1	59.082	1.000
advice			1456	3	1	59.082	1.000
agony			1456	3	1	59.082	1.000
ahead			1456	3	1	59.082	1.000
aimed			1456	3	1	59.082	1.000
alley			1456	3	1	59.082	1.000
ankles			1456	3	1	59.082	1.000
ann			1456	3	1	59.082	1.000
anti			1456	3	1	59.082	1.000
anywhere			1456	3	1	59.082	1.000
apart			1456	3	1	59.082	1.000
appearance			1456	3	1	59.082	1.000
appeared			1456	3	1	59.082	1.000
approached			1456	3	1	59.082	1.000
areas			1456	3	1	59.082	1.000
art			1456	3	1	59.082	1.000
atmosphere			1456	3	1	59.082	1.000
attempting			1456	3	1	59.082	1.000
audience			1456	3	1	59.082	1.000
awakened			1456	3	1	59.082	1.000
awfully			1456	3	1	59.082	1.000
backs			1456	3	1	59.082	1.000
banquet			1456	3	1	59.082	1.000
barbed			1456	3	1	59.082	1.000
barn			1456	3	1	59.082	1.000
bat			1456	3	1	59.082	1.000
battles			1456	3	1	59.082	1.000
bedside			1456	3	1	59.082	1.000
beef			1456	3	1	59.082	1.000
behavior			1456	3	1	59.082	1.000
bell			1456	3	1	59.082	1.000
bellies			1456	3	1	59.082	1.000
belly			1456	3	1	59.082	1.000
below			1456	3	1	59.082	1.000
berlin			1456	3	1	59.082	1.000
beyond			1456	3	1	59.082	1.000
bicycle			1456	3	1	59.082	1.000
biggest			1456	3	1	59.082	1.000
bird			1456	3	1	59.082	1.000
bite			1456	3	1	59.082	1.000
blank			1456	3	1	59.082	1.000
bleeding			1456	3	1	59.082	1.000
blow			1456	3	1	59.082	1.000
bolted			1456	3	1	59.082	1.000
bookstore			1456	3	1	59.082	1.000
booze			1456	3	1	59.082	1.000
border			1456	3	1	59.082	1.000
boxes			1456	3	1	59.082	1.000
breast			1456	3	1	59.082	1.000
bristly			1456	3	1	59.082	1.000
broke			1456	3	1	59.082	1.000
brothers			1456	3	1	59.082	1.000
brown			1456	3	1	59.082	1.000
buckets			1456	3	1	59.082	1.000
buggy			1456	3	1	59.082	1.000
bulb			1456	3	1	59.082	1.000
bullet			1456	3	1	59.082	1.000
bumper			1456	3	1	59.082	1.000
bureau			1456	3	1	59.082	1.000
busy			1456	3	1	59.082	1.000
butter			1456	3	1	59.082	1.000
button			1456	3	1	59.082	1.000
bye			1456	3	1	59.082	1.000
cabin			1456	3	1	59.082	1.000
camera			1456	3	1	59.082	1.000
canned			1456	3	1	59.082	1.000
canvas			1456	3	1	59.082	1.000
carolina			1456	3	1	59.082	1.000
carry			1456	3	1	59.082	1.000
cattle			1456	3	1	59.082	1.000
cement			1456	3	1	59.082	1.000
chalk			1456	3	1	59.082	1.000
champagne			1456	3	1	59.082	1.000
chance			1456	3	1	59.082	1.000
character			1456	3	1	59.082	1.000
choice			1456	3	1	59.082	1.000
chords			1456	3	1	59.082	1.000
chosen			1456	3	1	59.082	1.000
christianity			1456	3	1	59.082	1.000
circumstances			1456	3	1	59.082	1.000
clerks			1456	3	1	59.082	1.000
cliffs			1456	3	1	59.082	1.000
climbed			1456	3	1	59.082	1.000
climbing			1456	3	1	59.082	1.000
closes			1456	3	1	59.082	1.000
clothing			1456	3	1	59.082	1.000
cloud			1456	3	1	59.082	1.000
clown			1456	3	1	59.082	1.000
cod			1456	3	1	59.082	1.000
coffin			1456	3	1	59.082	1.000
collar			1456	3	1	59.082	1.000
columns			1456	3	1	59.082	1.000
comfort			1456	3	1	59.082	1.000
comical			1456	3	1	59.082	1.000
communal			1456	3	1	59.082	1.000
communists			1456	3	1	59.082	1.000
completely			1456	3	1	59.082	1.000
consciousness			1456	3	1	59.082	1.000
contained			1456	3	1	59.082	1.000
containers			1456	3	1	59.082	1.000
contemplated			1456	3	1	59.082	1.000
contract			1456	3	1	59.082	1.000
cooed			1456	3	1	59.082	1.000
corps			1456	3	1	59.082	1.000
corrective			1456	3	1	59.082	1.000
cost			1456	3	1	59.082	1.000
cot			1456	3	1	59.082	1.000
couch			1456	3	1	59.082	1.000
country			1456	3	1	59.082	1.000
courage			1456	3	1	59.082	1.000
cover			1456	3	1	59.082	1.000
cowboy			1456	3	1	59.082	1.000
cracked			1456	3	1	59.082	1.000
crammed			1456	3	1	59.082	1.000
crashing			1456	3	1	59.082	1.000
crawled			1456	3	1	59.082	1.000
cried			1456	3	1	59.082	1.000
cry			1456	3	1	59.082	1.000
cup			1456	3	1	59.082	1.000
curious			1456	3	1	59.082	1.000
céline			1456	3	1	59.082	1.000
daddy			1456	3	1	59.082	1.000
danced			1456	3	1	59.082	1.000
dangerous			1456	3	1	59.082	1.000
dazed			1456	3	1	59.082	1.000
de			1456	3	1	59.082	1.000
dealing			1456	3	1	59.082	1.000
decent			1456	3	1	59.082	1.000
delightful			1456	3	1	59.082	1.000
deliver			1456	3	1	59.082	1.000
delivered			1456	3	1	59.082	1.000
delivering			1456	3	1	59.082	1.000
difference			1456	3	1	59.082	1.000
difficult			1456	3	1	59.082	1.000
digging			1456	3	1	59.082	1.000
dignity			1456	3	1	59.082	1.000
dimly			1456	3	1	59.082	1.000
dinner			1456	3	1	59.082	1.000
