Type	POS	Headword	Rank	Freq	Range	NormFreq	NormRange
direction			1456	3	1	59.082	1.000
discovered			1456	3	1	59.082	1.000
disgusting			1456	3	1	59.082	1.000
displayed			1456	3	1	59.082	1.000
dogs			1456	3	1	59.082	1.000
doorway			1456	3	1	59.082	1.000
dots			1456	3	1	59.082	1.000
downstairs			1456	3	1	59.082	1.000
drain			1456	3	1	59.082	1.000
draperies			1456	3	1	59.082	1.000
drawing			1456	3	1	59.082	1.000
dread			1456	3	1	59.082	1.000
dressing			1456	3	1	59.082	1.000
drew			1456	3	1	59.082	1.000
drinking			1456	3	1	59.082	1.000
driver			1456	3	1	59.082	1.000
driving			1456	3	1	59.082	1.000
drop			1456	3	1	59.082	1.000
duty			1456	3	1	59.082	1.000
eaker			1456	3	1	59.082	1.000
eat			1456	3	1	59.082	1.000
echo			1456	3	1	59.082	1.000
echoes			1456	3	1	59.082	1.000
edge			1456	3	1	59.082	1.000
effects			1456	3	1	59.082	1.000
eighteen			1456	3	1	59.082	1.000
elbe			1456	3	1	59.082	1.000
elected			1456	3	1	59.082	1.000
election			1456	3	1	59.082	1.000
eliot			1456	3	1	59.082	1.000
enchanted			1456	3	1	59.082	1.000
ends			1456	3	1	59.082	1.000
engines			1456	3	1	59.082	1.000
enjoy			1456	3	1	59.082	1.000
enormous			1456	3	1	59.082	1.000
european			1456	3	1	59.082	1.000
examining			1456	3	1	59.082	1.000
excreted			1456	3	1	59.082	1.000
excuse			1456	3	1	59.082	1.000
experimenting			1456	3	1	59.082	1.000
explained			1456	3	1	59.082	1.000
expression			1456	3	1	59.082	1.000
fairly			1456	3	1	59.082	1.000
fallen			1456	3	1	59.082	1.000
familiar			1456	3	1	59.082	1.000
fan			1456	3	1	59.082	1.000
favorite			1456	3	1	59.082	1.000
feeling			1456	3	1	59.082	1.000
fell			1456	3	1	59.082	1.000
fellows			1456	3	1	59.082	1.000
festooned			1456	3	1	59.082	1.000
fiancée			1456	3	1	59.082	1.000
fifth			1456	3	1	59.082	1.000
fighter			1456	3	1	59.082	1.000
fill			1456	3	1	59.082	1.000
fingertips			1456	3	1	59.082	1.000
finish			1456	3	1	59.082	1.000
fixed			1456	3	1	59.082	1.000
flame			1456	3	1	59.082	1.000
flames			1456	3	1	59.082	1.000
flaring			1456	3	1	59.082	1.000
flung			1456	3	1	59.082	1.000
following			1456	3	1	59.082	1.000
follows			1456	3	1	59.082	1.000
foolish			1456	3	1	59.082	1.000
fools			1456	3	1	59.082	1.000
formation			1456	3	1	59.082	1.000
forth			1456	3	1	59.082	1.000
fourteen			1456	3	1	59.082	1.000
frankly			1456	3	1	59.082	1.000
friendly			1456	3	1	59.082	1.000
frightful			1456	3	1	59.082	1.000
fèvre			1456	3	1	59.082	1.000
gallery			1456	3	1	59.082	1.000
gaping			1456	3	1	59.082	1.000
george			1456	3	1	59.082	1.000
gerhard			1456	3	1	59.082	1.000
getting			1456	3	1	59.082	1.000
ghostly			1456	3	1	59.082	1.000
giving			1456	3	1	59.082	1.000
gold			1456	3	1	59.082	1.000
golf			1456	3	1	59.082	1.000
golliwogs			1456	3	1	59.082	1.000
gospel			1456	3	1	59.082	1.000
gospels			1456	3	1	59.082	1.000
graceful			1456	3	1	59.082	1.000
grew			1456	3	1	59.082	1.000
grief			1456	3	1	59.082	1.000
gunner			1456	3	1	59.082	1.000
guns			1456	3	1	59.082	1.000
guts			1456	3	1	59.082	1.000
habitat			1456	3	1	59.082	1.000
hair			1456	3	1	59.082	1.000
hallway			1456	3	1	59.082	1.000
hang			1456	3	1	59.082	1.000
harry			1456	3	1	59.082	1.000
hate			1456	3	1	59.082	1.000
hauled			1456	3	1	59.082	1.000
heavenly			1456	3	1	59.082	1.000
hero			1456	3	1	59.082	1.000
hinged			1456	3	1	59.082	1.000
honeymooning			1456	3	1	59.082	1.000
horse			1456	3	1	59.082	1.000
hotel			1456	3	1	59.082	1.000
housekeeper			1456	3	1	59.082	1.000
hundreds			1456	3	1	59.082	1.000
idiot			1456	3	1	59.082	1.000
illy			1456	3	1	59.082	1.000
image			1456	3	1	59.082	1.000
incident			1456	3	1	59.082	1.000
indianapolis			1456	3	1	59.082	1.000
infinity			1456	3	1	59.082	1.000
inn			1456	3	1	59.082	1.000
insisted			1456	3	1	59.082	1.000
instance			1456	3	1	59.082	1.000
intercourse			1456	3	1	59.082	1.000
international			1456	3	1	59.082	1.000
introduced			1456	3	1	59.082	1.000
iowa			1456	3	1	59.082	1.000
issued			1456	3	1	59.082	1.000
itself			1456	3	1	59.082	1.000
japanese			1456	3	1	59.082	1.000
jiggled			1456	3	1	59.082	1.000
jump			1456	3	1	59.082	1.000
kicked			1456	3	1	59.082	1.000
kicking			1456	3	1	59.082	1.000
kid			1456	3	1	59.082	1.000
kit			1456	3	1	59.082	1.000
knives			1456	3	1	59.082	1.000
knock			1456	3	1	59.082	1.000
language			1456	3	1	59.082	1.000
large			1456	3	1	59.082	1.000
layers			1456	3	1	59.082	1.000
le			1456	3	1	59.082	1.000
leading			1456	3	1	59.082	1.000
leaned			1456	3	1	59.082	1.000
leaning			1456	3	1	59.082	1.000
learning			1456	3	1	59.082	1.000
leaves			1456	3	1	59.082	1.000
leven			1456	3	1	59.082	1.000
lined			1456	3	1	59.082	1.000
liquid			1456	3	1	59.082	1.000
lively			1456	3	1	59.082	1.000
loaded			1456	3	1	59.082	1.000
locket			1456	3	1	59.082	1.000
locomotives			1456	3	1	59.082	1.000
lots			1456	3	1	59.082	1.000
lounge			1456	3	1	59.082	1.000
lower			1456	3	1	59.082	1.000
lucky			1456	3	1	59.082	1.000
lunch			1456	3	1	59.082	1.000
magazine			1456	3	1	59.082	1.000
magazines			1456	3	1	59.082	1.000
malt			1456	3	1	59.082	1.000
march			1456	3	1	59.082	1.000
marriage			1456	3	1	59.082	1.000
master			1456	3	1	59.082	1.000
mattresses			1456	3	1	59.082	1.000
meal			1456	3	1	59.082	1.000
means			1456	3	1	59.082	1.000
melodious			1456	3	1	59.082	1.000
membrane			1456	3	1	59.082	1.000
mercedes			1456	3	1	59.082	1.000
messages			1456	3	1	59.082	1.000
method			1456	3	1	59.082	1.000
mile			1456	3	1	59.082	1.000
milk			1456	3	1	59.082	1.000
millions			1456	3	1	59.082	1.000
mines			1456	3	1	59.082	1.000
miss			1456	3	1	59.082	1.000
model			1456	3	1	59.082	1.000
mostly			1456	3	1	59.082	1.000
motion			1456	3	1	59.082	1.000
mountains			1456	3	1	59.082	1.000
mouths			1456	3	1	59.082	1.000
müller			1456	3	1	59.082	1.000
nap			1456	3	1	59.082	1.000
nathan			1456	3	1	59.082	1.000
nation			1456	3	1	59.082	1.000
nature			1456	3	1	59.082	1.000
neat			1456	3	1	59.082	1.000
need			1456	3	1	59.082	1.000
needed			1456	3	1	59.082	1.000
neither			1456	3	1	59.082	1.000
nights			1456	3	1	59.082	1.000
nine			1456	3	1	59.082	1.000
ninth			1456	3	1	59.082	1.000
nominations			1456	3	1	59.082	1.000
noon			1456	3	1	59.082	1.000
nor			1456	3	1	59.082	1.000
noticed			1456	3	1	59.082	1.000
numbers			1456	3	1	59.082	1.000
officers			1456	3	1	59.082	1.000
olive			1456	3	1	59.082	1.000
operator			1456	3	1	59.082	1.000
opinion			1456	3	1	59.082	1.000
ordinary			1456	3	1	59.082	1.000
outlined			1456	3	1	59.082	1.000
paint			1456	3	1	59.082	1.000
palestine			1456	3	1	59.082	1.000
pamphlet			1456	3	1	59.082	1.000
parents			1456	3	1	59.082	1.000
parked			1456	3	1	59.082	1.000
partial			1456	3	1	59.082	1.000
parts			1456	3	1	59.082	1.000
pass			1456	3	1	59.082	1.000
peeked			1456	3	1	59.082	1.000
pennsylvania			1456	3	1	59.082	1.000
performing			1456	3	1	59.082	1.000
personal			1456	3	1	59.082	1.000
photograph			1456	3	1	59.082	1.000
piano			1456	3	1	59.082	1.000
pilot			1456	3	1	59.082	1.000
pitying			1456	3	1	59.082	1.000
placed			1456	3	1	59.082	1.000
placid			1456	3	1	59.082	1.000
plan			1456	3	1	59.082	1.000
plate			1456	3	1	59.082	1.000
platform			1456	3	1	59.082	1.000
plenty			1456	3	1	59.082	1.000
pneumonia			1456	3	1	59.082	1.000
pointed			1456	3	1	59.082	1.000
polish			1456	3	1	59.082	1.000
population			1456	3	1	59.082	1.000
portholes			1456	3	1	59.082	1.000
posture			1456	3	1	59.082	1.000
powdered			1456	3	1	59.082	1.000
practical			1456	3	1	59.082	1.000
practice			1456	3	1	59.082	1.000
pray			1456	3	1	59.082	1.000
praying			1456	3	1	59.082	1.000
preparing			1456	3	1	59.082	1.000
pretending			1456	3	1	59.082	1.000
print			1456	3	1	59.082	1.000
prisons			1456	3	1	59.082	1.000
privates			1456	3	1	59.082	1.000
probably			1456	3	1	59.082	1.000
problem			1456	3	1	59.082	1.000
program			1456	3	1	59.082	1.000
progress			1456	3	1	59.082	1.000
promise			1456	3	1	59.082	1.000
prosperous			1456	3	1	59.082	1.000
protest			1456	3	1	59.082	1.000
publisher			1456	3	1	59.082	1.000
purple			1456	3	1	59.082	1.000
quarter			1456	3	1	59.082	1.000
questioned			1456	3	1	59.082	1.000
quietly			1456	3	1	59.082	1.000
radium			1456	3	1	59.082	1.000
rail			1456	3	1	59.082	1.000
random			1456	3	1	59.082	1.000
rang			1456	3	1	59.082	1.000
range			1456	3	1	59.082	1.000
razor			1456	3	1	59.082	1.000
ready			1456	3	1	59.082	1.000
reason			1456	3	1	59.082	1.000
recruit			1456	3	1	59.082	1.000
refugees			1456	3	1	59.082	1.000
register			1456	3	1	59.082	1.000
relations			1456	3	1	59.082	1.000
remembering			1456	3	1	59.082	1.000
reply			1456	3	1	59.082	1.000
represented			1456	3	1	59.082	1.000
reproduction			1456	3	1	59.082	1.000
resembled			1456	3	1	59.082	1.000
reserves			1456	3	1	59.082	1.000
respect			1456	3	1	59.082	1.000
rested			1456	3	1	59.082	1.000
result			1456	3	1	59.082	1.000
revenge			1456	3	1	59.082	1.000
rifle			1456	3	1	59.082	1.000
rifles			1456	3	1	59.082	1.000
ringing			1456	3	1	59.082	1.000
rings			1456	3	1	59.082	1.000
rise			1456	3	1	59.082	1.000
rolling			1456	3	1	59.082	1.000
round			1456	3	1	59.082	1.000
route			1456	3	1	59.082	1.000
royal			1456	3	1	59.082	1.000
saber			1456	3	1	59.082	1.000
satisfaction			1456	3	1	59.082	1.000
scarecrow			1456	3	1	59.082	1.000
screen			1456	3	1	59.082	1.000
sea			1456	3	1	59.082	1.000
searched			1456	3	1	59.082	1.000
send			1456	3	1	59.082	1.000
sense			1456	3	1	59.082	1.000
sensed			1456	3	1	59.082	1.000
seriously			1456	3	1	59.082	1.000
served			1456	3	1	59.082	1.000
service			1456	3	1	59.082	1.000
sexes			1456	3	1	59.082	1.000
sexual			1456	3	1	59.082	1.000
shaking			1456	3	1	59.082	1.000
share			1456	3	1	59.082	1.000
shaved			1456	3	1	59.082	1.000
shirt			1456	3	1	59.082	1.000
shoot			1456	3	1	59.082	1.000
shop			1456	3	1	59.082	1.000
shopping			1456	3	1	59.082	1.000
shortly			1456	3	1	59.082	1.000
shouldn			1456	3	1	59.082	1.000
showing			1456	3	1	59.082	1.000
shriveled			1456	3	1	59.082	1.000
shuffled			1456	3	1	59.082	1.000
silences			1456	3	1	59.082	1.000
sink			1456	3	1	59.082	1.000
situation			1456	3	1	59.082	1.000
size			1456	3	1	59.082	1.000
skating			1456	3	1	59.082	1.000
slipped			1456	3	1	59.082	1.000
slit			1456	3	1	59.082	1.000
slovik			1456	3	1	59.082	1.000
society			1456	3	1	59.082	1.000
socks			1456	3	1	59.082	1.000
somehow			1456	3	1	59.082	1.000
soot			1456	3	1	59.082	1.000
soul			1456	3	1	59.082	1.000
sounded			1456	3	1	59.082	1.000
sour			1456	3	1	59.082	1.000
south			1456	3	1	59.082	1.000
souvenirs			1456	3	1	59.082	1.000
spent			1456	3	1	59.082	1.000
spine			1456	3	1	59.082	1.000
spooned			1456	3	1	59.082	1.000
spooning			1456	3	1	59.082	1.000
spring			1456	3	1	59.082	1.000
springs			1456	3	1	59.082	1.000
square			1456	3	1	59.082	1.000
squashed			1456	3	1	59.082	1.000
staff			1456	3	1	59.082	1.000
stared			1456	3	1	59.082	1.000
start			1456	3	1	59.082	1.000
startled			1456	3	1	59.082	1.000
state			1456	3	1	59.082	1.000
stay			1456	3	1	59.082	1.000
striped			1456	3	1	59.082	1.000
stripes			1456	3	1	59.082	1.000
strong			1456	3	1	59.082	1.000
stuck			1456	3	1	59.082	1.000
studied			1456	3	1	59.082	1.000
studio			1456	3	1	59.082	1.000
stuffed			1456	3	1	59.082	1.000
subscriptions			1456	3	1	59.082	1.000
suburb			1456	3	1	59.082	1.000
sudden			1456	3	1	59.082	1.000
sugar			1456	3	1	59.082	1.000
suppose			1456	3	1	59.082	1.000
survive			1456	3	1	59.082	1.000
survived			1456	3	1	59.082	1.000
swallowed			1456	3	1	59.082	1.000
sweat			1456	3	1	59.082	1.000
sweethearts			1456	3	1	59.082	1.000
swim			1456	3	1	59.082	1.000
swimming			1456	3	1	59.082	1.000
tale			1456	3	1	59.082	1.000
tape			1456	3	1	59.082	1.000
tarpaper			1456	3	1	59.082	1.000
taxi			1456	3	1	59.082	1.000
teapot			1456	3	1	59.082	1.000
telegrams			1456	3	1	59.082	1.000
terrific			1456	3	1	59.082	1.000
theoretical			1456	3	1	59.082	1.000
theoretically			1456	3	1	59.082	1.000
therefore			1456	3	1	59.082	1.000
threw			1456	3	1	59.082	1.000
throne			1456	3	1	59.082	1.000
throwing			1456	3	1	59.082	1.000
thrown			1456	3	1	59.082	1.000
thrust			1456	3	1	59.082	1.000
thus			1456	3	1	59.082	1.000
ticker			1456	3	1	59.082	1.000
till			1456	3	1	59.082	1.000
tin			1456	3	1	59.082	1.000
tired			1456	3	1	59.082	1.000
touched			1456	3	1	59.082	1.000
tower			1456	3	1	59.082	1.000
track			1456	3	1	59.082	1.000
trade			1456	3	1	59.082	1.000
trains			1456	3	1	59.082	1.000
trapped			1456	3	1	59.082	1.000
tremendous			1456	3	1	59.082	1.000
triangular			1456	3	1	59.082	1.000
troops			1456	3	1	59.082	1.000
trousers			1456	3	1	59.082	1.000
trunk			1456	3	1	59.082	1.000
trust			1456	3	1	59.082	1.000
tube			1456	3	1	59.082	1.000
tubes			1456	3	1	59.082	1.000
turning			1456	3	1	59.082	1.000
turns			1456	3	1	59.082	1.000
twinkling			1456	3	1	59.082	1.000
und			1456	3	1	59.082	1.000
undershirt			1456	3	1	59.082	1.000
uniform			1456	3	1	59.082	1.000
university			1456	3	1	59.082	1.000
unpopular			1456	3	1	59.082	1.000
upset			1456	3	1	59.082	1.000
vehicle			1456	3	1	59.082	1.000
veteran			1456	3	1	59.082	1.000
vibrator			1456	3	1	59.082	1.000
victory			1456	3	1	59.082	1.000
violet			1456	3	1	59.082	1.000
vision			1456	3	1	59.082	1.000
visited			1456	3	1	59.082	1.000
vitamins			1456	3	1	59.082	1.000
volume			1456	3	1	59.082	1.000
wallpaper			1456	3	1	59.082	1.000
warned			1456	3	1	59.082	1.000
warp			1456	3	1	59.082	1.000
washed			1456	3	1	59.082	1.000
weeks			1456	3	1	59.082	1.000
weeping			1456	3	1	59.082	1.000
werner			1456	3	1	59.082	1.000
wheeled			1456	3	1	59.082	1.000
whenever			1456	3	1	59.082	1.000
whispered			1456	3	1	59.082	1.000
whistled			1456	3	1	59.082	1.000
wide			1456	3	1	59.082	1.000
widower			1456	3	1	59.082	1.000
william			1456	3	1	59.082	1.000
wisconsin			1456	3	1	59.082	1.000
wisdom			1456	3	1	59.082	1.000
wish			1456	3	1	59.082	1.000
wished			1456	3	1	59.082	1.000
wives			1456	3	1	59.082	1.000
worst			1456	3	1	59.082	1.000
wounds			1456	3	1	59.082	1.000
wrapped			1456	3	1	59.082	1.000
wretched			1456	3	1	59.082	1.000
yeah			1456	3	1	59.082	1.000
accepted			2027	2	1	39.388	1.000
accidental			2027	2	1	39.388	1.000
accompanied			2027	2	1	39.388	1.000
account			2027	2	1	39.388	1.000
achieved			2027	2	1	39.388	1.000
acquired			2027	2	1	39.388	1.000
acting			2027	2	1	39.388	1.000
actual			2027	2	1	39.388	1.000
added			2027	2	1	39.388	1.000
addition			2027	2	1	39.388	1.000
admired			2027	2	1	39.388	1.000
adored			2027	2	1	39.388	1.000
adults			2027	2	1	39.388	1.000
adventure			2027	2	1	39.388	1.000
advertising			2027	2	1	39.388	1.000
affected			2027	2	1	39.388	1.000
affectionate			2027	2	1	39.388	1.000
africa			2027	2	1	39.388	1.000
agreed			2027	2	1	39.388	1.000
airplanes			2027	2	1	39.388	1.000
alarmed			2027	2	1	39.388	1.000
alcoholic			2027	2	1	39.388	1.000
allow			2027	2	1	39.388	1.000
altar			2027	2	1	39.388	1.000
amazing			2027	2	1	39.388	1.000
amused			2027	2	1	39.388	1.000
ancient			2027	2	1	39.388	1.000
anecdote			2027	2	1	39.388	1.000
angel			2027	2	1	39.388	1.000
angered			2027	2	1	39.388	1.000
anniversary			2027	2	1	39.388	1.000
anyone			2027	2	1	39.388	1.000
appear			2027	2	1	39.388	1.000
appears			2027	2	1	39.388	1.000
arches			2027	2	1	39.388	1.000
architecture			2027	2	1	39.388	1.000
argument			2027	2	1	39.388	1.000
armband			2027	2	1	39.388	1.000
armies			2027	2	1	39.388	1.000
armpits			2027	2	1	39.388	1.000
arrow			2027	2	1	39.388	1.000
asking			2027	2	1	39.388	1.000
asks			2027	2	1	39.388	1.000
assigned			2027	2	1	39.388	1.000
association			2027	2	1	39.388	1.000
astonishment			2027	2	1	39.388	1.000
attempted			2027	2	1	39.388	1.000
auf			2027	2	1	39.388	1.000
automatic			2027	2	1	39.388	1.000
automobile			2027	2	1	39.388	1.000
average			2027	2	1	39.388	1.000
awake			2027	2	1	39.388	1.000
awakes			2027	2	1	39.388	1.000
b			2027	2	1	39.388	1.000
backed			2027	2	1	39.388	1.000
backyard			2027	2	1	39.388	1.000
badge			2027	2	1	39.388	1.000
baffled			2027	2	1	39.388	1.000
bags			2027	2	1	39.388	1.000
balcony			2027	2	1	39.388	1.000
bald			2027	2	1	39.388	1.000
ball			2027	2	1	39.388	1.000
ballroom			2027	2	1	39.388	1.000
banana			2027	2	1	39.388	1.000
bananas			2027	2	1	39.388	1.000
banged			2027	2	1	39.388	1.000
bangs			2027	2	1	39.388	1.000
banks			2027	2	1	39.388	1.000
baroque			2027	2	1	39.388	1.000
basic			2027	2	1	39.388	1.000
bastard			2027	2	1	39.388	1.000
bastards			2027	2	1	39.388	1.000
battlefield			2027	2	1	39.388	1.000
bay			2027	2	1	39.388	1.000
bayonet			2027	2	1	39.388	1.000
beer			2027	2	1	39.388	1.000
beg			2027	2	1	39.388	1.000
begged			2027	2	1	39.388	1.000
begin			2027	2	1	39.388	1.000
begins			2027	2	1	39.388	1.000
behalf			2027	2	1	39.388	1.000
belief			2027	2	1	39.388	1.000
beloved			2027	2	1	39.388	1.000
benches			2027	2	1	39.388	1.000
bertram			2027	2	1	39.388	1.000
bet			2027	2	1	39.388	1.000
bit			2027	2	1	39.388	1.000
bitch			2027	2	1	39.388	1.000
bitter			2027	2	1	39.388	1.000
blacked			2027	2	1	39.388	1.000
blades			2027	2	1	39.388	1.000
blankets			2027	2	1	39.388	1.000
bless			2027	2	1	39.388	1.000
blinked			2027	2	1	39.388	1.000
blob			2027	2	1	39.388	1.000
blocked			2027	2	1	39.388	1.000
blouse			2027	2	1	39.388	1.000
boiling			2027	2	1	39.388	1.000
bombings			2027	2	1	39.388	1.000
bombshells			2027	2	1	39.388	1.000
bone			2027	2	1	39.388	1.000
bones			2027	2	1	39.388	1.000
boomingly			2027	2	1	39.388	1.000
boot			2027	2	1	39.388	1.000
bore			2027	2	1	39.388	1.000
boss			2027	2	1	39.388	1.000
bouncing			2027	2	1	39.388	1.000
brains			2027	2	1	39.388	1.000
break			2027	2	1	39.388	1.000
breakfast			2027	2	1	39.388	1.000
breasts			2027	2	1	39.388	1.000
bride			2027	2	1	39.388	1.000
bridge			2027	2	1	39.388	1.000
brief			2027	2	1	39.388	1.000
bristles			2027	2	1	39.388	1.000
broad			2027	2	1	39.388	1.000
brotherly			2027	2	1	39.388	1.000
bubbles			2027	2	1	39.388	1.000
bugs			2027	2	1	39.388	1.000
buick			2027	2	1	39.388	1.000
buildings			2027	2	1	39.388	1.000
bull			2027	2	1	39.388	1.000
bulletproof			2027	2	1	39.388	1.000
bundled			2027	2	1	39.388	1.000
bunks			2027	2	1	39.388	1.000
burst			2027	2	1	39.388	1.000
bury			2027	2	1	39.388	1.000
butchered			2027	2	1	39.388	1.000
calls			2027	2	1	39.388	1.000
candle			2027	2	1	39.388	1.000
cannonballs			2027	2	1	39.388	1.000
cannot			2027	2	1	39.388	1.000
canopy			2027	2	1	39.388	1.000
cap			2027	2	1	39.388	1.000
capable			2027	2	1	39.388	1.000
captives			2027	2	1	39.388	1.000
captors			2027	2	1	39.388	1.000
capture			2027	2	1	39.388	1.000
carbon			2027	2	1	39.388	1.000
careful			2027	2	1	39.388	1.000
carol			2027	2	1	39.388	1.000
carp			2027	2	1	39.388	1.000
cart			2027	2	1	39.388	1.000
cartridge			2027	2	1	39.388	1.000
cash			2027	2	1	39.388	1.000
catholic			2027	2	1	39.388	1.000
cause			2027	2	1	39.388	1.000
caused			2027	2	1	39.388	1.000
cavalry			2027	2	1	39.388	1.000
caverns			2027	2	1	39.388	1.000
cavity			2027	2	1	39.388	1.000
cell			2027	2	1	39.388	1.000
cellars			2027	2	1	39.388	1.000
ceremonial			2027	2	1	39.388	1.000
ceremonies			2027	2	1	39.388	1.000
ceremony			2027	2	1	39.388	1.000
characters			2027	2	1	39.388	1.000
charles			2027	2	1	39.388	1.000
chartered			2027	2	1	39.388	1.000
checking			2027	2	1	39.388	1.000
cheek			2027	2	1	39.388	1.000
cheeks			2027	2	1	39.388	1.000
cheered			2027	2	1	39.388	1.000
chest			2027	2	1	39.388	1.000
chicken			2027	2	1	39.388	1.000
chilly			2027	2	1	39.388	1.000
chimneys			2027	2	1	39.388	1.000
cicero			2027	2	1	39.388	1.000
circle			2027	2	1	39.388	1.000
circulation			2027	2	1	39.388	1.000
civilians			2027	2	1	39.388	1.000
clanged			2027	2	1	39.388	1.000
claw			2027	2	1	39.388	1.000
clean			2027	2	1	39.388	1.000
cleaner			2027	2	1	39.388	1.000
click			2027	2	1	39.388	1.000
clicked			2027	2	1	39.388	1.000
climax			2027	2	1	39.388	1.000
climb			2027	2	1	39.388	1.000
clop			2027	2	1	39.388	1.000
closing			2027	2	1	39.388	1.000
clump			2027	2	1	39.388	1.000
clumps			2027	2	1	39.388	1.000
coal			2027	2	1	39.388	1.000
coca			2027	2	1	39.388	1.000
cocksucker			2027	2	1	39.388	1.000
cocktail			2027	2	1	39.388	1.000
cola			2027	2	1	39.388	1.000
collapsed			2027	2	1	39.388	1.000
colonels			2027	2	1	39.388	1.000
colored			2027	2	1	39.388	1.000
combination			2027	2	1	39.388	1.000
comes			2027	2	1	39.388	1.000
commander			2027	2	1	39.388	1.000
comment			2027	2	1	39.388	1.000
commented			2027	2	1	39.388	1.000
committed			2027	2	1	39.388	1.000
companion			2027	2	1	39.388	1.000
companions			2027	2	1	39.388	1.000
complaint			2027	2	1	39.388	1.000
complete			2027	2	1	39.388	1.000
composed			2027	2	1	39.388	1.000
concealed			2027	2	1	39.388	1.000
concentrate			2027	2	1	39.388	1.000
concept			2027	2	1	39.388	1.000
concluded			2027	2	1	39.388	1.000
confrontations			2027	2	1	39.388	1.000
connections			2027	2	1	39.388	1.000
conscious			2027	2	1	39.388	1.000
consider			2027	2	1	39.388	1.000
considered			2027	2	1	39.388	1.000
consisted			2027	2	1	39.388	1.000
constant			2027	2	1	39.388	1.000
contempt			2027	2	1	39.388	1.000
continue			2027	2	1	39.388	1.000
convention			2027	2	1	39.388	1.000
cooing			2027	2	1	39.388	1.000
cool			2027	2	1	39.388	1.000
copeland			2027	2	1	39.388	1.000
copy			2027	2	1	39.388	1.000
correct			2027	2	1	39.388	1.000
corridor			2027	2	1	39.388	1.000
costumed			2027	2	1	39.388	1.000
counter			2027	2	1	39.388	1.000
coupe			2027	2	1	39.388	1.000
cozy			2027	2	1	39.388	1.000
crane			2027	2	1	39.388	1.000
creature			2027	2	1	39.388	1.000
creekbed			2027	2	1	39.388	1.000
crew			2027	2	1	39.388	1.000
crewmen			2027	2	1	39.388	1.000
crews			2027	2	1	39.388	1.000
crime			2027	2	1	39.388	1.000
criminal			2027	2	1	39.388	1.000
crimson			2027	2	1	39.388	1.000
crippled			2027	2	1	39.388	1.000
critic			2027	2	1	39.388	1.000
crowded			2027	2	1	39.388	1.000
crowds			2027	2	1	39.388	1.000
crusades			2027	2	1	39.388	1.000
crush			2027	2	1	39.388	1.000
crutches			2027	2	1	39.388	1.000
cube			2027	2	1	39.388	1.000
cups			2027	2	1	39.388	1.000
curtains			2027	2	1	39.388	1.000
curve			2027	2	1	39.388	1.000
customarily			2027	2	1	39.388	1.000
cyanide			2027	2	1	39.388	1.000
cylinder			2027	2	1	39.388	1.000
cylinders			2027	2	1	39.388	1.000
dad			2027	2	1	39.388	1.000
daguerre			2027	2	1	39.388	1.000
damned			2027	2	1	39.388	1.000
danger			2027	2	1	39.388	1.000
danish			2027	2	1	39.388	1.000
dartboard			2027	2	1	39.388	1.000
darwin			2027	2	1	39.388	1.000
date			2027	2	1	39.388	1.000
daughters			2027	2	1	39.388	1.000
dayton			2027	2	1	39.388	1.000
deal			2027	2	1	39.388	1.000
dealt			2027	2	1	39.388	1.000
december			2027	2	1	39.388	1.000
decide			2027	2	1	39.388	1.000
dedicate			2027	2	1	39.388	1.000
deedlee			2027	2	1	39.388	1.000
deeply			2027	2	1	39.388	1.000
delaware			2027	2	1	39.388	1.000
delighted			2027	2	1	39.388	1.000
delousing			2027	2	1	39.388	1.000
demanding			2027	2	1	39.388	1.000
depths			2027	2	1	39.388	1.000
deserved			2027	2	1	39.388	1.000
design			2027	2	1	39.388	1.000
despised			2027	2	1	39.388	1.000
destructive			2027	2	1	39.388	1.000
detected			2027	2	1	39.388	1.000
developed			2027	2	1	39.388	1.000
devoted			2027	2	1	39.388	1.000
diagonal			2027	2	1	39.388	1.000
dial			2027	2	1	39.388	1.000
diamonds			2027	2	1	39.388	1.000
dies			2027	2	1	39.388	1.000
differences			2027	2	1	39.388	1.000
different			2027	2	1	39.388	1.000
dime			2027	2	1	39.388	1.000
dining			2027	2	1	39.388	1.000
dinky			2027	2	1	39.388	1.000
directly			2027	2	1	39.388	1.000
dirt			2027	2	1	39.388	1.000
discipline			2027	2	1	39.388	1.000
discover			2027	2	1	39.388	1.000
diseases			2027	2	1	39.388	1.000
disgust			2027	2	1	39.388	1.000
display			2027	2	1	39.388	1.000
distance			2027	2	1	39.388	1.000
distances			2027	2	1	39.388	1.000
distorted			2027	2	1	39.388	1.000
disturbed			2027	2	1	39.388	1.000
dogtag			2027	2	1	39.388	1.000
dollar			2027	2	1	39.388	1.000
dolls			2027	2	1	39.388	1.000
doomed			2027	2	1	39.388	1.000
doorbell			2027	2	1	39.388	1.000
doorchimes			2027	2	1	39.388	1.000
doorways			2027	2	1	39.388	1.000
doped			2027	2	1	39.388	1.000
dorado			2027	2	1	39.388	1.000
doric			2027	2	1	39.388	1.000
dotted			2027	2	1	39.388	1.000
doubt			2027	2	1	39.388	1.000
downhill			2027	2	1	39.388	1.000
dozed			2027	2	1	39.388	1.000
dozen			2027	2	1	39.388	1.000
dragger			2027	2	1	39.388	1.000
drank			2027	2	1	39.388	1.000
drapes			2027	2	1	39.388	1.000
drawers			2027	2	1	39.388	1.000
dreamed			2027	2	1	39.388	1.000
dreams			2027	2	1	39.388	1.000
